   Log,     Log  ,    Log  , Remote, Op Type:,  AirCon,  AirCon,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,    EEV,   EEV,    'C,    'C,    'C,    'C,    'C,    'C,    'C,  Thermal,  OU Fan,  OU Fan,  OU Fan,RemotFan,  IUFan,  IU Fan,4Way,ACIT Ver.,ACIT Ver.,Thm. Cut,Thm. Cut,Tc Protect,Te Protect,Td Protect,CurProtct,HeatSink,OutTemp,SuctProtc,VoltProtc,DewProt.,SleepLimt,  Defrost,TotalTime,     'C,Model,     'C,Voltage,Voltage, Current, Current,   Error,   Error,   Error,   Error
     No,    Date,   Time,Command,USB?Play,SubMode,MainMode,Op Mode,TargtStep,MaxStep,MinStep,FinalStep,FinalFreq, RealFreq, CycleM,  Pulse,  IU Air,RemotSet, IU Pipe,Discharge, OU Pipe,OU Air,   error,    Cut,TargtStep,TargtRpm,RealRpm, TargtStep,TargtStep,TargtFreq, Valve, Time,    Date,Slow Tmr,Fast Tmr,  MaxStep, MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,ActiveAlg,Heating,Target  Td, Name,HeatSink,  Input , DCLink,OU Input ,Compressor, OU PFC,OUGenerl,OU Comp,     IU
54,8.6.2015,16:56:06,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,172,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
55,8.6.2015,16:56:08,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,174,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
56,8.6.2015,16:56:10,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,176,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
57,8.6.2015,16:56:12,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,178,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
58,8.6.2015,16:56:14,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,180,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
59,8.6.2015,16:56:16,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,182,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
60,8.6.2015,16:56:18,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,184,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
61,8.6.2015,16:56:20,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,186,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
62,8.6.2015,16:56:22,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,188,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
63,8.6.2015,16:56:24,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,190,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
64,8.6.2015,16:56:26,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,192,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
65,8.6.2015,16:56:28,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,194,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
66,8.6.2015,16:56:30,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,196,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
67,8.6.2015,16:56:32,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,198,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
68,8.6.2015,16:56:34,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,200,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
69,8.6.2015,16:56:36,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,202,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
70,8.6.2015,16:56:38,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,204,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
71,8.6.2015,16:56:40,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,206,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
72,8.6.2015,16:56:42,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,208,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
73,8.6.2015,16:56:44,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,210,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
74,8.6.2015,16:56:46,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,212,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
75,8.6.2015,16:56:48,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,214,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
76,8.6.2015,16:56:50,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,216,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
77,8.6.2015,16:56:52,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,218,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
78,8.6.2015,16:56:54,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,220,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
79,8.6.2015,16:56:56,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,222,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
80,8.6.2015,16:56:58,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,224,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
81,8.6.2015,16:57:00,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,226,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
82,8.6.2015,16:57:02,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,228,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
83,8.6.2015,16:57:04,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,230,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
84,8.6.2015,16:57:06,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,232,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
85,8.6.2015,16:57:08,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,234,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
86,8.6.2015,16:57:10,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,236,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
87,8.6.2015,16:57:12,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,238,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
88,8.6.2015,16:57:14,Heating,Play Norm,CYCLE-,HEATING,Start 2,0,5,2,2,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,240,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
89,8.6.2015,16:57:16,Heating,Play Norm,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,179,9,16,16,16,16,16,5,16,16,16,16,  ,242,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
90,8.6.2015,16:57:18,Heating,Play Norm,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,177,7,16,16,16,16,16,5,16,16,16,16,  ,244,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
91,8.6.2015,16:57:20,Heating,Play Norm,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,175,5,16,16,16,16,16,5,16,16,16,16,  ,246,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
92,8.6.2015,16:57:22,Heating,Play Norm,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,173,3,16,16,16,16,16,5,16,16,16,16,  ,248,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
93,8.6.2015,16:57:24,Heating,Play Norm,CYCLE-,HEATING,RegularPI    ,3,5,2,3,39,0,Start 2.1,170, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0,-2.1,OFF,6,540,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,171,1,16,16,16,16,16,5,16,16,16,16,  ,250,170,SB Reference  , 45.0,230,0,12,0,0,0,0,0
94,8.6.2015,16:57:26,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
95,8.6.2015,16:57:28,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
96,8.6.2015,16:57:30,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
97,8.6.2015,16:57:32,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
98,8.6.2015,16:57:34,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
99,8.6.2015,16:57:36,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
100,8.6.2015,16:57:38,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
101,8.6.2015,16:57:40,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
102,8.6.2015,16:57:42,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
103,8.6.2015,16:57:44,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
104,8.6.2015,16:57:46,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
105,8.6.2015,16:57:48,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
106,8.6.2015,16:57:50,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
107,8.6.2015,16:57:52,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
108,8.6.2015,16:57:54,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
109,8.6.2015,16:57:56,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
110,8.6.2015,16:57:58,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
111,8.6.2015,16:58:00,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
112,8.6.2015,16:58:02,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
113,8.6.2015,16:58:04,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
114,8.6.2015,16:58:06,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
115,8.6.2015,16:58:08,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,3,390,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
116,8.6.2015,16:58:10,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,2,320,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
117,8.6.2015,16:58:12,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,2,320,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
118,8.6.2015,16:58:14,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,2,320,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
119,8.6.2015,16:58:16,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,2,320,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
120,8.6.2015,16:58:18,Heating,Play Norm,CYCLE-,Delay @ heating,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 24.1, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,ON,2,320,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,16,16,16,16,16,  ,251,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
